Brand,Model,Processor,RAM,Storage Capacity,Display Size,OS,GPU,Weight,Warranty,Price,
HP,Omen 17-W295,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,3.35,3,402668.00,
HP,Probook 470,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"17.3""",Windows,Nvidia GeForce 930MX ,2.5,2,305140.00,
Dell,Inspiron 7577,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.65,2,538740.00,
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 520,2.1,2,143956.00,
Acer,Aspire E5-576G,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,"15.6""",Windows,Nvidia GeForce 940MX,2.23,2,216664.00,
Lenovo,Legion Y720-15IKB,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,3.2,2,510708.00,
Dell,Precision 7520,Intel Xeon E3-1505M V6 3GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia Quadro M1200,2.8,2,892060.00,
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",No OS,Nvidia GeForce GTX 1060,2.4,2,408216.00,
Dell,Inspiron 3567,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.3,2,128188.00,
Dell,XPS 13,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.21,2,569108.00,
Dell,XPS 13,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.2,2,423108.00,
Lenovo,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,2.2,2,174324.00,
Acer,Aspire 7,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,"15.6""",Linux,Nvidia GeForce GTX 1050,2.4,2,227468.00,
Asus,ROG GL703VD-GC028T,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,2.9,2,410844.00,
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Intel Core i3 6006U 2GHz,4GB,500GB HDD,"15.6""",No OS,Intel HD Graphics 520,2.1,2,101908.00,
Lenovo,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",No OS,Intel HD Graphics 620,2.2,2,160308.00,
Huawei,MateBook X,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,"13.0""",Windows,Intel HD Graphics 620,1.05,2,437708.00,
Dell,Inspiron 5370,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"13.3""",Windows,AMD Radeon 530,1.4,2,271852.00,
Lenovo,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"17.3""",No OS,Nvidia GeForce GTX 940MX,2.8,2,171988.00,
HP,Probook 440,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"14.0""",Windows,Nvidia GeForce 930MX,1.63,2,301052.00,
Dell,Latitude 5490,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.6,2,335508.00,
Dell,Inspiron 5379,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.62,2,373468.00,
Dell,Inspiron 3576,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Linux,AMD Radeon 520,2.2,2,197684.00,
Lenovo,Yoga 520-14IKB,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.74,2,262508.00,
Toshiba,Portege Z30-C-16L,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 520,1.2,1,397996.00,
HP,ProBook 450,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,"15.6""",Windows,Intel UHD Graphics 620,2.1,1,231848.00,
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,4.42,1,717152.00,
Acer,Aspire E5-576G,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,2.2,1,242944.00,
Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,16GB,1TB HDD,"15.6""",Windows,AMD Radeon R7 M445,2.3,2,250828.00,
Asus,Vivobook X541UV-DM1217T,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 920MX ,2,2,224548.00,
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  500GB HDD,"17.3""",Windows,Nvidia GeForce GTX 950M,2.69,1,260172.00,
HP,ZBook 15u,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,"15.6""",Windows,AMD FirePro W4190M ,1.9,2,370548.00,
Asus,Pro P2540UA-XO0198T,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.37,1,116216.00,
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),AMD E-Series 9000e 1.5GHz,4GB,500GB HDD,"15.6""",Windows,AMD Radeon R2,2.1,1,96360.00,
Lenovo,Legion Y720-15IKB,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,3.2,3,437708.00,
Dell,Vostro 5468,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.6,2,250828.00,
Acer,Aspire R7,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 520,1.6,2,201188.00,
Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,"15.6""",Linux,AMD Radeon R7 M445,2.36,2,262508.00,
Acer,Aspire A315-51,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Linux,Intel HD Graphics 520,2.1,2,113880.00,
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,AMD A10-Series A10-9620P 2.5GHz,4GB,128GB SSD +  1TB HDD,"15.6""",Windows,AMD Radeon R5 M430,2.2,2,167900.00,
Asus,ROG G703VI-E5062T,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1080,4.7,2,1135880.00,
Acer,Nitro AN515-51,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.5,2,247032.00,
Lenovo,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,8GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 520,2.2,3,171988.00,
Asus,VivoBook Pro,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce 150MX,2.1,2,334340.00,
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Intel Core i7 7500U 2.7GHz,8GB,128GB SSD +  1TB HDD,"17.3""",No OS,Nvidia GeForce GTX 950M,2.69,2,259588.00,
Dell,Inspiron 5577,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.56,2,256668.00,
Lenovo,Yoga 910-13IKB,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"13.9""",Windows,Intel HD Graphics 620,1.38,2,315068.00,
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  2TB HDD,"15.6""",Windows,AMD Radeon 530,2.2,2,287620.00,
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.04,2,163228.00,
Asus,Rog G701VIK-BA060T,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD,"17.3""",Windows,Nvidia GeForce GTX 1080,3.6,2,875708.00,
HP,ProBook 430,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,"13.3""",Windows,Intel UHD Graphics 620,1.49,2,197100.00,
Apple,MacBook Pro,Intel Core i5 3.1GHz,8GB,512GB SSD,"13.3""",macOS,Intel Iris Plus Graphics 650,1.37,2,595680.00,
Dell,Inspiron 5579,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,"15.6""",Windows,Intel UHD Graphics 620,2.08,1,239148.00,
Asus,ROG G752VSK-GC493T,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 980M,4.3,1,525308.00,
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,AMD A9-Series 9420 3GHz,4GB,1TB HDD,"15.6""",Windows,AMD Radeon R5 M420,1.68,1,136948.00,
Lenovo,Yoga 920-13IKB,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,"13.9""",Windows,Intel UHD Graphics 620,1.37,0,539908.00,
Acer,Aspire 5,Intel Core i3 7130U 2.7GHz,4GB,256GB SSD,"17.3""",Windows,Nvidia GeForce MX130,3,1,204984.00,
Dell,Vostro 5370,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.41,2,277108.00,
HP,15-BW094nd (A6-9220/8GB/128GB/W10),AMD A6-Series A6-9220 2.5GHz,8GB,128GB SSD,"15.6""",Windows,AMD Radeon R4 Graphics,1.91,1,129940.00,
HP,Envy 17-U275cl,Intel Core i7 8550U 1.8GHz,16GB,1TB HDD,"17.3""",Windows,Nvidia GeForce MX150,2.9,1,309228.00,
MSI,GT73EVR 7RE,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,4.14,1,729708.00,
Lenovo,Yoga 720-15IKB,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050M,2,1,496108.00,
Dell,Inspiron 5770,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon 530,2.8,1,333464.00,
Lenovo,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,4GB,256GB SSD,"15.6""",No OS,Intel HD Graphics 520,2.2,1,129648.00,
HP,ProBook 450,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 620,2.1,1,210824.00,
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.18,0,191844.00,
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Windows,AMD Radeon R5 M430,2.24,3,164980.00,
Dell,Inspiron 5579,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,2.67,3,233308.00,
Asus,ZenBook Flip,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD +  512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.1,1,437708.00,
Lenovo,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,"15.6""",No OS,Intel HD Graphics 620,2.2,2,136364.00,
HP,Probook 470,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 930MX ,2.5,2,297256.00,
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,2.05,2,256960.00,
Apple,MacBook Pro,Intel Core i5 2.9GHz,8GB,512GB SSD,"13.3""",macOS,Intel Iris Graphics 550,1.37,2,571736.00,
Asus,Rog Strix,AMD Ryzen 1700 3GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon RX 580,3.2,2,452308.00,
Dell,Inspiron 3576,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Linux,AMD Radeon 520,2.14,2,214620.00,
Lenovo,ThinkPad X1,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,"14.0""",Windows,Intel HD Graphics 520,1.36,2,729708.00,
Toshiba,Satellite Pro,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,"15.6""",Windows,Nvidia GeForce 930M,2.2,2,237104.00,
Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,12GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.3,2,208196.00,
Dell,Inspiron 5770,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Linux,AMD Radeon 530,2.8,2,320908.00,
Acer,Aspire A515-51G,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,"15.6""",Windows,Nvidia GeForce MX130,2.2,2,217540.00,
Lenovo,IdeaPad 320-17ISK,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"17.3""",Windows,Intel HD Graphics 520,2.8,2,142788.00,
Lenovo,IdeaPad 320-17IKBR,Intel Core i7 8550U 1.8GHz,8GB,2TB HDD,"17.3""",No OS,Nvidia GeForce MX150,2.8,2,247908.00,
Lenovo,IdeaPad 320-17IKB,Intel Core i7 7500U 2.7GHz,6GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce 940MX,2.8,2,250828.00,
Dell,Inspiron 3567,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,"15.6""",Linux,AMD Radeon R5 M430,2.25,3,124976.00,
Lenovo,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.5,2,242068.00,
Lenovo,Ideapad 320-15IKBN,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,2.2,2,169068.00,
Acer,Aspire A517-51G,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce MX150,3,2,277692.00,
Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Intel Core i7 7500U 2.7GHz,12GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.15,2,192428.00,
Lenovo,Thinkpad T570,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 630,1.95,2,320324.00,
Asus,VivoBook S15,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,1.7,2,285284.00,
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.5,0,344268.00,
Lenovo,IdeaPad 320-15IKB,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,"15.6""",No OS,Nvidia GeForce 940MX,2.2,2,192428.00,
Acer,Chromebook C910-C2ST,Intel Celeron Dual Core 3205U 1.5GHz,2GB,16GB SSD,"15.6""",Chrome OS,Intel HD Graphics,2.19,3,58108.00,
Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,3,1,346604.00,
HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Intel Core i3 6006U 2GHz,8GB,1TB HDD,"17.3""",Windows,Intel HD Graphics 520,2.54,2,142788.00,
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2,3,534068.00,
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,2.05,2,215788.00,
Lenovo,Legion Y720-15IKB,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,3.2,3,379308.00,
Acer,Aspire A715-71G,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",Linux,Nvidia GeForce GTX 1050 Ti,2.5,2,285868.00,
Dell,Precision 7720,Intel Core i7 7820HQ 2.9GHz,16GB,256GB SSD,"17.3""",Windows,Nvidia Quadro M1200,3.42,2,842128.00,
Lenovo,IdeaPad 310-15ABR,AMD A10-Series 9600P 2.4GHz,6GB,1TB HDD,"15.6""",Windows,AMD Radeon R5 430,2.4,2,145708.00,
Asus,ZenBook UX530UQ-PRO,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,1.63,2,428656.00,
Asus,VivoBook S14,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.3,2,148628.00,
Asus,Rog GL702VS-GC095T,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,2.9,2,619624.00,
Lenovo,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 940M,2.8,1,189508.00,
Lenovo,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,"15.6""",No OS,Nvidia GeForce 940MX,2.2,1,160308.00,
Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.5,1,369380.00,
Lenovo,IdeaPad 320-15IAP,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,"15.6""",No OS,Intel HD Graphics 505,2.2,1,104828.00,
HP,EliteBook x360,Intel Core i7 7600U 2.8GHz,16GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.28,3,576700.00,
Toshiba,Satellite Pro,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 930M,2.2,2,304556.00,
Lenovo,IdeaPad 320-15IKB,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce 940MX,2.3,1,239148.00,
HP,250 G6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 520,1.86,1,136948.00,
Lenovo,IdeaPad 720S-13IKB,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.1,1,291708.00,
Dell,XPS 13,Intel Core i7 8550U 1.8GHz,16GB,1TB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.21,2,729708.00,
MSI,GE63VR 7RF,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1070,2.8,3,612908.00,
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),AMD A8-Series 7410 2.2GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon R5,2.23,3,136948.00,
Asus,VivoBook Flip,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,"11.6""",Windows,Intel HD Graphics 500,1.1,3,80300.00,
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,AMD Radeon 530,2.33,3,246448.00,
HP,Spectre x360,Intel Core i7 8550U 1.8GHz,16GB,1TB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.29,2,715108.00,
Lenovo,ThinkPad 13,Intel Celeron Dual Core 3855U 1.6GHz,4GB,16GB Flash Storage,"13.3""",Chrome OS,Intel HD Graphics 510,1.45,3,134028.00,
HP,ProBook 640,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.95,1,286160.00,
Acer,TravelMate B,Intel Pentium Quad Core N3710 1.6GHz,4GB,128GB Flash Storage,"11.6""",Windows,Intel HD Graphics 405,1.4,2,141620.00,
HP,Elitebook 840,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.48,2,377264.00,
Lenovo,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 920MX,2.79,2,171988.00,
Asus,ZenBook UX410UA-GV183T,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,2,2,319448.00,
HP,ProBook 450,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,"15.6""",Windows,Intel UHD Graphics 620,2.1,2,263384.00,
Acer,Aspire 5,AMD A12-Series 9720P 2.7GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon RX 540,2.2,2,192428.00,
Lenovo,IdeaPad 120S-14IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,"14.0""",Windows,Intel HD Graphics 500,1.44,2,85264.00,
Acer,Aspire E5-575,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.23,2,160308.00,
Asus,VivoBook S15,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,1.7,2,306308.00,
HP,Elitebook 820,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"12.5""",Windows,Intel HD Graphics 620,1.26,2,389820.00,
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.06,2,770588.00,
MSI,GL72M 7REX,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050 Ti,2.7,3,350108.00,
Toshiba,Satellite Pro,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,2,2,275356.00,
Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,"14.0""",Windows,Intel HD Graphics 620,2,2,389528.00,
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 520,1.85,2,131108.00,
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.5,2,291708.00,
HP,EliteBook 840,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.48,2,370256.00,
Dell,Inspiron 7570,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce 940MX,1.9,2,306308.00,
HP,Elitebook 850,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.84,2,334048.00,
Asus,X541NA (N3350/4GB/1TB/Linux),Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,"15.6""",Linux,Intel HD Graphics 500,2,3,80008.00,
Dell,Inspiron 7570,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,2,2,333464.00,
Dell,Inspiron 3552,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,"15.6""",Linux,Intel HD Graphics,2.2,2,80008.00,
Lenovo,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,12GB,2TB HDD,"15.6""",Windows,AMD Radeon 530,2.2,2,262508.00,
HP,ProBook 450,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,"15.6""",Windows,Nvidia GeForce 930MX ,2.1,2,209072.00,
Lenovo,Yoga 920-13IKB,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"13.9""",Windows,Intel UHD Graphics 620,1.4,2,612908.00,
Dell,XPS 13,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.2,2,461068.00,
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.4,2,329668.00,
HP,Stream 14-AX001nv,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,"14.0""",Windows,Intel HD Graphics 400,1.44,3,81468.00,
Dell,Latitude 5590,Intel Core i7 8650U 1.9GHz,16GB,512GB SSD +  256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,1.88,2,469244.00,
Asus,VivoBook Flip,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,"11.6""",Windows,Intel HD Graphics 500,1.5,2,109500.00,
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,"15.6""",Windows,AMD Radeon 530,1.9,2,193596.00,
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.06,2,591884.00,
HP,Elitebook 850,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.84,2,380768.00,
MSI,GP72MVR 7RFX,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,2.7,2,411428.00,
HP,Zbook 15,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia Quadro M1200,2.6,2,507496.00,
Toshiba,Tecra A50-C-21G,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce 930M,2.4,2,409676.00,
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  2TB HDD,"15.6""",Windows,AMD Radeon 530,2.02,2,283240.00,
Lenovo,IdeaPad 320-15IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,"15.6""",No OS,Intel HD Graphics 500,2.2,2,93732.00,
Dell,Inspiron 7577,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.65,3,291708.00,
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.36,2,162644.00,
Dell,Latitude 7480,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.36,2,416684.00,
HP,250 G6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 520,1.86,2,128188.00,
Asus,Zenbook UX410UA-GV027T,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,2,2,275940.00,
Lenovo,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,6GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 940MX,2.8,2,209948.00,
HP,250 G6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,1.86,2,186588.00,
