Brand,Model,Processor,RAM,Storage Capacity,Display Size,OS,GPU,Weight,Warranty,Price,
Chuwi,"LapBook 15.6""",Intel Atom x5-Z8300 1.44GHz,4GB,64GB Flash Storage,"15.6""",Windows,Intel HD Graphics,1.89,1,71248.00,
Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),AMD E-Series E2-6110 1.5GHz,2GB,32GB Flash Storage,"14.0""",Windows,AMD Radeon R2,1.65,1,58108.00,
HP,17-ak001nv (A6-9220/4GB/500GB/Radeon,AMD A6-Series 9220 2.5GHz,4GB,500GB HDD,"17.3""",Windows,AMD Radeon 530,2.71,1,128188.00,
Dell,XPS 13,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.2,1,545748.00,
Apple,MacBook Air,Intel Core i5 1.6GHz,8GB,256GB Flash Storage,"13.3""",Mac OS,Intel HD Graphics 6000,1.35,3,291416.00,
Lenovo,IdeaPad 120S-14IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,64GB Flash Storage,"14.0""",Windows,Intel HD Graphics 500,1.44,2,72708.00,
Acer,Aspire 3,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,"15.6""",Linux,Intel HD Graphics 620,2.1,1,107164.00,
Dell,Inspiron 5770,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon 530,2.8,1,285868.00,
HP,250 G6,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,1.86,1,142496.00,
HP,ProBook 450,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 930MX ,2.1,2,256668.00,
Asus,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Linux,Intel HD Graphics 620,2,3,113588.00,
Dell,Inspiron 7577,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.65,3,437708.00,
Asus,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Linux,Nvidia GeForce 940MX,2.3,3,152424.00,
Acer,Aspire A515-51G,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,2.2,3,199144.00,
Dell,Inspiron 7773,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 150MX,2.77,2,291708.00,
Apple,MacBook Pro,Intel Core i5 2.0GHz,8GB,256GB SSD,"13.3""",macOS,Intel Iris Graphics 540,1.37,3,414348.00,
Lenovo,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"15.6""",No OS,Intel HD Graphics 520,2.2,1,107748.00,
Asus,Rog Strix,AMD Ryzen 1700 3GHz,8GB,256GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon RX 580,3.2,2,379308.00,
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon R5 M430,2.3,2,186588.00,
Asus,X751NV-TY001T (N4200/4GB/1TB/GeForce,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 920MX,2.8,2,136072.00,
Lenovo,Yoga Book,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,"10.1""",Android,Intel HD Graphics 400,0.69,2,93148.00,
Acer,Aspire A515-51G,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce MX150,2.2,2,245572.00,
HP,255 G6,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon R4 Graphics,1.86,2,116216.00,
HP,ProBook 430,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.49,2,322076.00,
Acer,Aspire 3,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.4,2,112128.00,
Dell,Inspiron 3576,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 520,2.13,2,223964.00,
HP,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),Intel Core i3 6006U 2GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 520,1.91,2,128188.00,
Asus,VivoBook Max,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,2,2,171112.00,
MSI,GS73VR 7RG,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,2.43,3,715108.00,
Asus,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Intel Core i3 6006U 2GHz,4GB,256GB SSD,"15.6""",Linux,Intel HD Graphics 520,2,2,121180.00,
Dell,Inspiron 5770,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,"17.3""",Windows,AMD Radeon 530,2.8,2,379308.00,
Dell,Vostro 5471,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.7,2,256668.00,
Lenovo,IdeaPad 520S-14IKB,Intel Core i3 7130U 2.7GHz,8GB,256GB SSD,"14.0""",No OS,Intel HD Graphics 620,1.7,2,174908.00,
Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.4,2,274772.00,
HP,250 G6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.86,2,201480.00,
Asus,ZenBook Pro,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,1.8,2,579036.00,
HP,250 G6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,"15.6""",Windows,AMD Radeon 520,1.86,3,127896.00,
HP,Stream 14-AX040wm,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB SSD,"14.0""",Windows,Intel HD Graphics 400,1.44,2,66868.00,
Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,1.9,2,160308.00,
Asus,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,"17.3""",Linux,Nvidia GeForce GTX 1050 Ti,3,2,277108.00,
Microsoft,Surface Laptop,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,"13.5""",Windows,Intel HD Graphics 620,1.25,2,317988.00,
Dell,Inspiron 5370,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"13.3""",Windows,AMD Radeon 530,1.4,2,278860.00,
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 530,2.2,2,254040.00,
MSI,GL72M 7RDX,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,2.7,2,319740.00,
Acer,Aspire E5-475,Intel Core i3 6006U 2GHz,8GB,1TB HDD,"14.0""",Windows,Intel HD Graphics 520,2.1,3,113588.00,
Asus,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.2,2,277108.00,
Lenovo,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,"15.6""",No OS,Intel HD Graphics 620,2.2,2,151548.00,
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Intel UHD Graphics 620,2.02,2,249660.00,
Acer,Aspire A515-51G-32MX,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,"15.6""",Windows,Nvidia GeForce MX130,2.2,2,154760.00,
HP,ProBook 470,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce 930MX,2.5,2,285284.00,
Dell,Latitude 5590,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,1.88,2,320032.00,
Apple,"MacBook 12""",Intel Core i5 1.3GHz,8GB,512GB SSD,"12.0""",macOS,Intel HD Graphics 615,0.92,2,440920.00,
HP,ProBook 440,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.63,2,251120.00,
Lenovo,IdeaPad 320-15AST,AMD A6-Series 9220 2.5GHz,4GB,128GB SSD,"15.6""",Windows,AMD R4 Graphics,2.2,2,116508.00,
Acer,Aspire 3,AMD A9-Series 9420 3GHz,4GB,1TB HDD,"15.6""",Windows,AMD Radeon R5,2.1,2,115340.00,
Dell,Inspiron 7577,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.65,3,393908.00,
HP,Pavilion 15-CK000nv,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 940MX,1.83,2,204108.00,
HP,250 G6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.96,2,174616.00,
Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.2,2,423108.00,
Dell,XPS 13,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.21,2,481508.00,
Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,AMD FX 9830P 3GHz,8GB,1TB HDD,"15.6""",Windows,AMD Radeon RX 560,2.45,2,204108.00,
Acer,Aspire 5,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,"15.6""",Windows,Nvidia GeForce MX150,2.2,2,201188.00,
HP,Probook 430,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.49,2,349524.00,
Dell,Inspiron 7577,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.65,2,348940.00,
Asus,Zenbook UX430UA,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.25,2,306308.00,
Acer,Spin 5,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.5,2,247324.00,
Dell,Inspiron 3567,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,"15.6""",Linux,AMD Radeon R5 M430,2.2,2,174908.00,
Dell,Inspiron 3567,Intel Core i3 6006U 2GHz,4GB,256GB SSD,"15.6""",Linux,AMD Radeon R5 M430,2.2,2,141620.00,
Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Intel Core i3 7100U 2.4GHz,6GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 920M,2,2,168484.00,
HP,Omen 15-ce007nv,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.62,2,364708.00,
HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 530,1.91,2,209948.00,
HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,AMD E-Series E2-9000e 1.5GHz,4GB,500GB HDD,"15.6""",Windows,AMD Radeon R2,2.1,2,101908.00,
Dell,Inspiron 3576,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,"15.6""",Linux,AMD Radeon 520,2.2,2,188924.00,
HP,Envy 13-ad009n,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"13.3""",Windows,Nvidia GeForce MX150,1.38,2,326748.00,
Microsoft,Surface Laptop,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.5""",Windows,Intel HD Graphics 620,1.252,2,391280.00,
HP,Pavilion 14-BK001nv,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,"14.0""",Windows,Nvidia GeForce 940MX,1.58,2,192428.00,
Lenovo,Ideapad 310-15ISK,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 520,1.85,2,120888.00,
Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"14.0""",Windows,Nvidia GeForce 940MX,1.3,2,348356.00,
MSI,GP62M 7REX,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.2,2,379308.00,
Lenovo,Thinkpad T470,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.58,1,432160.00,
Asus,VivoBook S15,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce MX150,1.5,1,368504.00,
Dell,XPS 13,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,"13.3""",Windows,Intel Iris Plus Graphics 640,1.23,1,402668.00,
Lenovo,ThinkPad Yoga,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.37,1,408508.00,
HP,Probook 440,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,"14.0""",Windows,Intel UHD Graphics 620,1.63,2,210824.00,
Dell,XPS 13,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.21,2,475668.00,
HP,Spectre x360,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.26,2,408216.00,
HP,Probook 440,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.63,2,316528.00,
Dell,Inspiron 7570,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce 940MX,2.16,2,329960.00,
Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 920MX,2,2,164688.00,
Asus,VivoBook S15,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,1.7,2,326456.00,
Acer,Spin 3,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.1,2,139868.00,
MSI,GS63VR 7RG,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1070,1.8,2,654372.00,
Lenovo,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",No OS,Nvidia GeForce 940MX,2.2,3,183668.00,
HP,Probook 470,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"17.3""",Windows,Nvidia GeForce 930MX ,2.5,2,371132.00,
Acer,Aspire 3,AMD A9-Series 9420 3GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon R5,2.1,2,131692.00,
HP,250 G6,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,"15.6""",No OS,Intel HD Graphics 400,1.86,2,75628.00,
HP,Probook 440,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,"14.0""",Windows,Intel UHD Graphics 620,1.63,2,237104.00,
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,AMD E-Series 6110 1.5GHz,4GB,64GB SSD,"14.0""",Windows,AMD Radeon R2,1.65,2,80884.00,
Dell,Inspiron 5770,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,"17.3""",Windows,AMD Radeon 530,2.8,2,407632.00,
HP,ProBook 470,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"17.3""",Windows,Intel UHD Graphics 620,2.5,0,270976.00,
Dell,Inspiron 5567,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Windows,AMD Radeon R7 M445,2.36,2,186296.00,
Dell,Inspiron 3567,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,AMD Radeon R5 M430,2.2,3,131108.00,
Acer,Swift 3,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.6,1,258128.00,
Acer,Aspire A515-51G-37JS,Intel Core i3 7130U 2.7GHz,4GB,256GB SSD,"15.6""",Windows,Nvidia GeForce MX130,2.2,2,167024.00,
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.05,3,174616.00,
HP,Probook 440,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.63,2,288496.00,
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,"15.6""",No OS,Intel HD Graphics 500,1.9,3,73584.00,
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,3,2,273896.00,
Lenovo,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,"15.6""",No OS,Nvidia GeForce 920MX,2.2,2,145708.00,
HP,Envy 13-AD007nv,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.32,2,204108.00,
Acer,Aspire 5,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,"17.3""",Windows,Nvidia GeForce MX130,3,2,191260.00,
Lenovo,ThinkPad E480,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,AMD Radeon RX 550,1.75,2,325872.00,
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",No OS,Nvidia GeForce GTX 1050M,2.4,2,253748.00,
Toshiba,Satellite Pro,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 520,2.1,1,175784.00,
HP,255 G6,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon R4 Graphics,1.86,1,107748.00,
Asus,ZenBook UX430UA,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.25,1,320908.00,
HP,EliteBook Folio,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,"12.5""",Windows,Intel HD Graphics 515,0.97,1,588088.00,
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 500,2,3,100448.00,
MSI,GE72MVR 7RG,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,2.9,2,592468.00,
Acer,Aspire A315-51,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 520,2.1,1,130524.00,
Dell,Inspiron 5577,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.56,1,364708.00,
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,8GB,1TB Hybrid,"15.6""",Windows,Nvidia GeForce GTX 1050,2.62,1,262508.00,
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.9,2,145416.00,
MSI,GE73VR 7RE,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,2.8,3,551880.00,
HP,EliteBook 840,Intel Core i5 7500U 2.7GHz,4GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.48,3,315944.00,
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Intel Core i5 8250U 1.6GHz,6GB,256GB SSD,"15.6""",Windows,AMD Radeon 520,1.91,3,180748.00,
Lenovo,Yoga 520-14IKB,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.74,3,183668.00,
Asus,ZenBook Flip,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.1,2,383980.00,
Dell,Inspiron 5579,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,1.56,3,306308.00,
Toshiba,Satellite Pro,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 520,2.1,1,130524.00,
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,AMD A9-Series 9420 3GHz,4GB,1TB HDD,"15.6""",Windows,AMD Radeon R5 M420,2.03,2,117676.00,
Acer,Aspire A517-51G,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,"17.3""",Windows,Nvidia GeForce MX150,3,2,235060.00,
Dell,Inspiron 3576,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 520,2.13,2,212576.00,
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.5,2,315068.00,
Acer,Aspire A315-31,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 500,2.1,2,101616.00,
MSI,GE63VR 7RE,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.4,2,525308.00,
Acer,Aspire 3,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 505,2.1,2,105996.00,
Dell,Inspiron 5577,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.56,2,309520.00,
Acer,Aspire A517-51G,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"17.3""",Windows,Nvidia GeForce MX150,3,2,249368.00,
HP,ProBook 430,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,"13.3""",Windows,Intel UHD Graphics 620,1.49,2,220168.00,
Huawei,MateBook X,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.0""",Windows,Intel HD Graphics 620,1.05,2,393908.00,
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Intel Core i5 7200U 2.5GHz,6GB,2TB HDD,"17.3""",Windows,AMD Radeon 520,2.71,3,204108.00,
Lenovo,IdeaPad 320-15AST,AMD A6-Series 9220 2.9GHz,4GB,500GB HDD,"15.6""",No OS,AMD Radeon R4 Graphics,2.2,2,90228.00,
Toshiba,Satellite Pro,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 620,2,2,142788.00,
HP,ProBook 470,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"17.3""",Windows,Nvidia GeForce 930MX,2.5,2,269516.00,
Dell,Inspiron 3567,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.3,2,134028.00,
Acer,Aspire A315-51,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 520,2.1,2,131108.00,
MSI,GT80S 6QF-074US,Intel Core i7 6920HQ 2.9GHz,32GB,512GB SSD +  1TB HDD,"18.4""",Windows,Nvidia GTX 980 SLI,4.4,2,817308.00,
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,AMD R17M-M1-70,1.9,2,237396.00,
HP,Spectre x360,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.29,3,437708.00,
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,"15.6""",Linux,AMD Radeon 530,2.02,2,306308.00,
Dell,XPS 13,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.23,2,408508.00,
Lenovo,Yoga 920-13IKB,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"13.9""",Windows,Intel UHD Graphics 620,1.4,2,539908.00,
Toshiba,Satellite Pro,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 620,2,2,231556.00,
Xiaomi,Mi Notebook,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",No OS,Nvidia GeForce MX150,1.95,2,350108.00,
Dell,Inspiron 7773,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"17.3""",Windows,Nvidia GeForce 150MX,2.77,2,452308.00,
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.06,2,699924.00,
Lenovo,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,"15.6""",No OS,Nvidia GeForce GTX 1050,2.4,3,227468.00,
Acer,Swift 7,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 615,1.12,2,288788.00,
Dell,Inspiron 5770,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon 530,2.8,2,316820.00,
Lenovo,Thinkpad Yoga,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,"14.0""",Windows,Intel HD Graphics 620,1.42,2,824608.00,
Vero,K147 (N3350/4GB/32GB/FHD/W10),Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,"14.0""",Windows,Intel HD Graphics 500,1.3,2,75920.00,
Xiaomi,Mi Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.3""",No OS,Nvidia GeForce MX150,1.3,2,291708.00,
Lenovo,IdeaPad 320-17IKBR,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"17.3""",No OS,Nvidia GeForce MX150,2.8,2,203816.00,
Dell,Inspiron 5379,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,"13.3""",Windows,Intel UHD Graphics 620,1.62,2,244988.00,
HP,ProBook 470,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 930MX,2.5,2,266888.00,
Razer,Blade Pro,Intel Core i7 7820HK 2.9GHz,32GB,1TB SSD,"17.3""",Windows,Nvidia GeForce GTX 1080,3.49,2,1780908.00,
HP,ProBook 430,Intel Core i5 8250U 1.6GHz,8GB,512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.49,2,280028.00,
